names	rpkm
AT1G18650	22.5908992338688
AT5G37530	4.49431652866556
AT5G53000	16.9536504778362
AT3G26570	18.4813311921248
AT1G80560	20.9339957411639
AT5G16750	10.5409100085976
AT5G36890	7.14243333156383
AT5G23940	157.764232653288
AT5G17700	0.508950371005576
AT3G23330	6.24421732284424
AT3G02832	0.846899900797495
AT3G25230	69.6523209351986
AT1G07128	0.0620936882434029
AT2G44370	0.0309937725932883
AT3G07840	0.0650646781115083
AT2G37180	19.8013503719357
AT5G04940	9.75840474639844
AT2G25850	5.34348978894171
AT5G58920	31.6811344854781
AT2G22890	0.350082515856611
AT3G05570	13.4262918204038
AT3G01945	0.325226133938541
AT4G26270	6.05038727847187
AT3G24495	7.08785089848261
AT4G25930	0.0286435339132285
AT3G48110	4.09818342406459
AT1G21590	12.014119755197
AT4G10200	0.0136737232029213
AT5G50110	2.90259318342867
AT1G01225	4.4342992582517
AT1G59700	0.947081907740353
AT2G07713	0.0985399835167046
AT1G66930	0.0694688006401289
AT3G47360	2.31721681791881
AT5G60990	11.4209477772663
AT1G09812	0.205454469881854
AT1G32400	35.8173319484268
AT4G25450	2.96207378893262
AT5G61110	0.0344702603936761
AT5G46740	11.7311473203465
AT1G26830	25.2560807883389
AT2G22370	9.89214286141886
AT5G13460	3.35993507638427
AT4G23882	4.05925902247917
AT5G08315	25.6249524765867
AT1G27630	10.9241011516514
AT5G55820	10.4107277211302
AT5G08290	98.2160004254983
AT1G04273	3.29661035764975
AT5G45220	0.0311267930765213
AT3G60730	0.213041542206488
AT1G12805	0.583836181408453
AT3G17330	7.42403362195652
AT1G18100	0.0121809586611177
AT1G06440	2.56575806137834
AT3G55730	4.8815191834429
AT5G16480	3.04451662441771
AT3G12870	41.5780954554392
AT1G07310	21.1025852856368
AT4G07990	2.61813122835138
AT1G57770	1.01861555994796
AT5G37750	1.58631979604482
AT3G50900	1.3743885747636
AT2G37880	8.45431288252759
AT3G27550	5.57553708652025
AT2G32750	2.56575806137834
AT3G27999	4.19943792038638
AT5G41390	0.0831713622342827
AT2G07674	1.93599704781895
AT2G39970	14.7457834402014
AT3G08585	0.284413442620763
AT1G17220	11.7376853040076
AT5G47100	7.51389568004853
AT1G28590	0.0175436448641254
AT1G18840	14.4741661266594
AT3G62520	0.0171292933085249
AT1G29840	2.92276794595751
AT2G14670	0.0211938713817342
AT4G33960	3.72076706490436
AT5G44740	2.07315059243984
AT4G32110	0.587067597937627
AT5G03740	89.612179907224
AT1G10330	3.20308949643983
AT2G02500	6.98345551028631
AT2G25220	0.184719332361145
AT1G62410	0.0380112305389384
AT4G33270	50.0577420312055
AT3G05200	2.14890156646799
AT5G40150	13.2185721358393
AT2G21600	24.6613278766207
AT1G72290	921.886303211845
AT5G62290	17.0746214383178
AT1G79280	11.5482557724323
AT5G64180	14.3307026089941
AT1G08990	0.0571516374060635
AT5G59290	19.3118841015186
AT2G30660	0.0105876537034007
AT1G56200	35.4607741650438
AT2G27110	11.6243455127539
AT3G44430	18.7750019230381
AT3G10370	11.4194762747246
AT5G63820	1.07383890921165
AT5G62500	10.747023874826
AT2G31510	12.4391221901597
AT2G34970	19.7045921024185
AT4G24130	46.1623272336771
AT4G38200	10.6629532203385
AT1G04960	5.24127536214645
AT1G47240	5.71721544631634
AT1G07780	39.8315839221604
AT4G29700	106.066768703332
AT3G18773	0.330354086295665
AT5G37770	22.7740179671937
AT5G51310	0.0172679590162606
AT1G80210	3.687031462459
AT5G45745	0.510742449776722
AT1G72800	0.282700108629072
AT3G19180	8.56127231227236
AT3G61530	3.26896582634871
AT5G11870	0.858986721152583
AT3G22100	2.40005928565355
AT2G48110	7.76896722646502
AT1G24180	27.920642493748
AT4G13950	17.914070398893
AT5G21430	1.26671124016542
AT3G10160	6.62598519133119
AT3G28030	3.66366605382619
AT3G62150	0.0549955851133987
AT1G77145	0.0451871824724577
AT3G20898	0.871176310730265
AT4G21960	179.525467405739
AT3G46940	57.0139688116008
AT1G61667	1.90371571881213
AT1G24148	0.0810641891225349
AT4G36050	2.35139294410113
AT4G11370	1.52044922155754
AT4G16680	1.11119670605321
AT3G32021	0.00902731240581212
AT5G25800	3.13475870454827
AT5G17860	0.661480749968075
AT2G06830	0.0711631616313515
AT5G55230	50.424719926031
AT2G03505	7.8728260514925
AT5G63880	6.04036141452651
AT1G01180	0.0996913097845973
AT1G78410	0.08022724321714
AT5G53730	0.367616216566301
AT1G60680	0.385090767442272
AT1G01570	7.26058032962978
AT3G48835	0.10364477008688
AT4G13820	0.0623499207946136
AT3G23180	0.0620582668582098
AT1G56423	6.2793352693072
AT2G31450	4.46672003078637
AT1G09490	10.3401876791856
AT3G09155	0.837327319971429
AT1G68830	5.03214891824628
AT3G22590	15.7427949714112
AT3G15820	11.083702216768
AT1G09750	37.4956902427764
AT2G30640	1.45755608127535
AT1G68640	1.03809981333928
AT1G68730	7.38763089461673
AT1G03980	1.03718881470568
AT5G44910	0.334811989448803
AT5G10610	5.15266862679025
AT2G02955	3.66067624534466
AT2G33390	7.18428356060047
AT2G02510	33.4894356958463
AT3G08210	1.39471976669797
AT4G02670	6.39848953944748
AT3G54170	10.2365454887761
AT5G40640	13.2205577412193
AT2G26910	18.7580167700831
AT2G33150	51.3428991525548
AT5G45630	1.02872947330914
AT1G64100	0.118505601091985
AT5G52210	6.81862997052342
AT5G14150	4.87286334031445
AT3G22250	2.89984546000047
AT4G35110	2.5975056205476
AT4G38800	49.23810686046
AT1G11840	90.5598947910126
AT2G16586	54.4260486031029
AT3G58570	26.2334929130811
AT1G24310	19.9134016710729
AT4G05440	16.3972750067909
AT3G12960	0.0967005704910594
AT1G17260	1.92552014071815
AT3G16110	13.5780863829405
AT2G24170	12.7325980090849
AT1G51560	8.79728668632685
AT1G70390	0.0326397065113837
AT2G26150	13.6988757896986
AT3G56220	7.53537175344676
AT4G02060	30.0493851490633
AT5G55505	0.503648804640934
AT5G59910	521.280040304723
AT4G00040	9.01572984175425
AT3G13898	1.23763528785486
AT1G05085	0.21268453920321
AT1G34270	6.71413041909311
AT5G22580	40.7080466268468
AT1G30460	8.54904285164729
AT1G12350	5.78352694324518
AT5G28460	26.5917500904943
AT1G75630	38.0258928936682
AT1G10980	3.62493377947396
AT1G49590	14.3191229380992
AT3G05260	0.179852269977172
AT1G54070	0.0784907228011846
AT2G01090	9.6503910411618
AT4G23540	4.54403512331402
AT2G10690	0.00959584914902018
AT2G22942	1.33074179574852
AT5G27830	10.8256430454434
AT4G11170	0.0232602398551297
AT5G47110	37.9133276636428
AT1G54400	0.597737042870559
AT4G37380	2.51207301994328
AT5G57230	3.71611145045879
AT3G17160	250.251415753111
AT3G01425	0.460316537951094
AT1G63450	0.0108929750478063
AT2G01060	19.0217712814062
AT2G24420	18.6401049062712
AT1G21300	0.195310847042086
AT1G20020	20.1312471110493
AT3G12420	0.0733320807566173
AT2G07040	0.0365551551755517
AT3G57890	21.0341826959667
AT5G39030	0.0258189490453167
AT5G19190	0.417094815210084
AT5G10010	23.1442780505488
AT3G27930	6.02884428200594
AT3G21740	9.82431266625956
AT5G66010	12.3938694719304
AT4G37235	0.0710337197534716
AT1G04117	0.188377734722843
AT3G27710	0.156052561308864
AT3G24510	11.0769048137752
AT5G07340	26.3461896599215
AT3G08165	36.2627139341473
AT3G07725	9.41888673614215
AT5G30500	0.0566604905221051
AT3G08580	481.748680521084
AT1G09023	0.022012978915913
AT5G13560	15.4803663885137
AT1G10180	19.7270006385878
AT3G50480	0.285124984471494
AT5G50950	1.56790004815049
AT4G11490	0.0268612695808498
AT4G17800	2.4341972339735
AT4G27030	0.548123758750038
AT1G08940	1.00092597403052
AT3G20120	6.52701879662599
AT4G11300	2.26347239120815
AT1G78760	0.26501374373311
AT3G59050	9.95194282160032
AT2G08635	0.350703229537208
AT4G37870	282.009210430838
AT5G39500	11.2640082445661
AT1G52440	0.0347677027173032
AT5G59500	16.6769700445811
AT3G63380	0.617476553058235
AT3G46390	0.0847259671358581
AT3G16720	3.34059308796147
AT1G21510	0.35427633990095
